ID_compte;ID_visiteur;ID_produit;quantite
;5327;7044;165
4104;;8920;11
;170;7584;195
;6184;6921;228
2940;;8526;3
;3838;9027;286
5464;;5845;117
;4485;7021;249
;5703;1933;10
;9912;8142;14
7140;;8450;21
;7086;4919;49
;6952;5791;145
924;;6170;82
;3758;1583;301
1556;;8958;25
2226;;7476;27
;2229;151;268
;3745;9485;67
929;;1328;76
;2769;3300;0
601;;8275;3
3718;;4902;62
;6920;8792;130
6349;;6363;166
;7586;5986;263
;3961;9823;24
1483;;3231;167
;8057;6532;257
;3689;7514;174
;607;6425;8
8998;;3959;52
;3821;1789;143
3305;;6033;27
1620;;1316;25
6995;;5865;111
51;;2382;37
2750;;9218;38
3282;;3013;76
613;;4283;3
;8381;8854;97
;6301;4509;35
;9464;2617;96
2685;;3380;337
;1702;4658;21
278;;1745;49
;2825;5114;60
8958;;6968;157
5971;;9097;288
;9181;1781;31
8270;;696;226
5840;;2957;248
1950;;6722;229
;8081;2454;274
9452;;2738;39
2633;;5101;112
;9047;4796;12
;9666;195;92
3442;;5778;164
7618;;7624;0
8123;;1046;29
7771;;5640;116
534;;6888;67
;3728;120;59
7802;;4106;193
;1064;729;18
;7283;3258;66
;9008;323;14
;6837;7110;135
9479;;6458;5
7473;;8969;230
;1853;7728;67
;193;2989;109
;7022;6911;420
;43;6351;65
;4320;9215;215
7120;;8288;189
4268;;5897;207
;9923;8637;285
5456;;8029;207
;2953;8368;68
;3211;7841;25
6228;;7864;8
;6850;3278;75
7368;;4593;403
;6545;3674;7
;2643;1980;16
719;;8991;67
9782;;2302;93
;8858;3907;0
;1081;7635;48
9503;;2109;266
2768;;1248;92
;6043;1296;93
;7668;1854;120
8299;;6024;1
;4626;4919;30
7249;;5293;292
1187;;8696;12
70;;5702;189
;5868;961;40
4730;;3862;198
;6121;371;124
3303;;9254;106
7229;;9969;164
;7280;8098;431
6773;;9652;32
;566;809;21
;816;2577;157
;8910;5718;61
;4232;2945;21
;8914;579;52
;4115;2595;72
1299;;5342;63
;3908;511;23
;9481;4752;327
;8835;5468;194
;377;2779;21
;2885;5221;33
3207;;3987;108
5562;;9018;23
6861;;9785;14
5979;;5098;31
3788;;2228;128
3145;;4095;92
703;;6478;8
6970;;5002;204
;3280;1423;191
2751;;4360;11
;9677;8084;16
;5710;2030;188
;9223;9522;107
;5514;2728;30
;4550;4503;346
;1543;7380;25
;2755;3624;6
;4662;8592;244
;9011;2183;14
8319;;582;25
552;;711;162
;579;6378;268
350;;8264;147
2205;;6720;239
6931;;6247;121
5087;;5571;106
8282;;8856;216
7113;;2864;162
;3014;2041;121
;5644;4135;154
1080;;6521;179
6832;;3700;145
2904;;8489;165
3368;;7175;111
;1243;667;91
;6407;9252;16
510;;3185;146
5721;;8872;271
7740;;346;223
4557;;4817;157
;6794;7591;45
7328;;7339;351
;7793;734;10
;630;3097;139
8840;;9019;55
3214;;4346;145
;2554;263;19
2923;;24;386
;5778;9408;66
;9591;1310;306
5874;;4735;6
;2927;6671;42
;5664;4200;136
;4572;6712;96
9629;;7876;6
;6878;8764;13
5209;;6163;81
;296;1922;359
7766;;5795;349
2236;;8254;189
;9580;5265;236
;9939;2620;181
9541;;2952;264
;7650;9304;29
;1403;737;207
;4382;9751;423
5222;;3882;283
;7284;31;261
1191;;7778;7
;4597;7395;290
7974;;4015;31
6906;;4023;118
;2745;5526;66
2561;;1612;77
5312;;1058;88
6487;;5623;31
;3908;8530;166
;9936;8573;3
;1809;9902;123
;8890;2337;197
;2403;3806;35
;649;9562;49
;299;2258;151
;1778;3981;133
1820;;3442;178
6589;;9578;158
;4571;2781;78
;3718;4440;394
;9057;7538;0
;7286;5016;351
;4673;5093;390
8638;;1732;169
;2848;9341;37
5233;;3258;19
;9340;8349;192
;180;7636;29
;5232;7370;30
;1482;2532;19
;6142;8332;206
;7871;5642;20
;6210;8968;119
;1529;4238;29
;3115;7502;291
1329;;1197;204
5821;;8975;66
9922;;5936;253
9145;;7676;101
;8883;1494;217
9751;;2173;27
7;;3918;105
;3887;6364;115
;5747;5928;11
;4093;767;56
8367;;6574;291
;827;3311;214
709;;9092;22
4645;;8284;231
4725;;4197;215
;4070;2792;24
;3488;6014;42
;8565;8034;64
3259;;5322;21
4485;;2082;4
;6854;5624;160
;7894;4092;376
;3138;6341;115
7645;;3553;72
3504;;6030;188
2715;;9039;89
3765;;2656;19
8674;;6603;7
;3702;5336;156
6592;;6457;98
4597;;4080;170
;2710;340;24
;2619;6353;55
;1159;1810;187
7474;;8842;64
;8652;9897;3
852;;8401;284
;5719;9361;141
7834;;551;142
;3363;4276;15
;1042;1821;0
7734;;5566;182
;6340;8059;109
;2341;1068;6
;6616;2329;67
6911;;4662;17
9477;;4928;158
7442;;960;67
1522;;310;66
;8174;522;194
9684;;4331;200
;3456;4578;71
2170;;2263;10
9789;;9677;73
3559;;5779;192
2132;;6260;14
7141;;8494;332
;1744;8929;26
8232;;7415;11
5133;;6012;167
3642;;191;19
7428;;4441;340
7688;;157;17
371;;4620;77
;265;5268;50
9708;;7535;381
;8906;7819;73
;1087;6776;218
4227;;301;50
5120;;9946;162
3948;;8305;45
3442;;1596;149
7778;;8100;394
;6008;4672;30
;503;3842;40
5364;;2868;213
8242;;1243;196
;7561;3187;44
;7857;2443;61
7324;;5495;32
;3617;3317;111
;817;4807;97
2454;;1717;262
;1419;5540;89
;6571;4377;346
8396;;3323;155
;5357;1203;101
;6163;6833;346
;5567;3871;98
5227;;3084;132
2357;;6231;88
;5531;8359;54
2427;;535;237
;6108;3929;50
;2893;9718;71
5175;;6708;347
2096;;4409;0
4512;;6536;263
;9983;1158;67
;2998;1089;50
5757;;6209;155
4128;;9559;44
;608;1910;16
;1322;2714;69
7847;;305;85
;6425;2508;188
;4238;3374;25
7950;;1138;30
4843;;5098;7
;3449;5050;30
;8257;5545;242
;6984;8851;196
;1332;7263;209
;3489;5842;215
9523;;423;186
8765;;6875;5
;5806;2742;40
;2837;3429;202
;3363;9601;84
3633;;1848;18
6181;;2545;40
;2522;4033;40
;5523;6800;317
4402;;2966;133
6081;;7612;361
;6851;357;33
;1917;7905;391
4748;;6822;9
;2551;5057;151
;4865;6405;150
;5175;4862;141
;7413;2411;19
8280;;7108;277
;5843;5432;35
4662;;6966;82
7241;;8630;87
;1472;3815;63
4161;;3989;7
448;;9450;110
5330;;6610;22
3436;;3799;35
;6012;1248;173
;6329;5978;263
1121;;4796;4
;7261;1958;374
3173;;4582;13
6759;;3959;94
6265;;5295;31
;6793;1610;192
5833;;7997;28
7141;;8755;115
;5066;1110;287
;4459;10;262
;3319;3482;113
;2293;2249;90
6972;;8660;311
8056;;3166;144
8303;;6867;35
7930;;1728;95
1664;;9603;13
;7157;8260;144
;3121;996;205
7849;;4645;66
;258;2652;34
5165;;9169;340
5536;;7435;64
1460;;4379;42
;8935;3334;115
;9602;7729;120
4397;;7913;7
3076;;1506;344
6511;;7248;91
9729;;7486;276
1653;;1720;40
4356;;1961;1
4317;;5340;32
;7375;5260;54
;9477;4107;94
3121;;2230;199
9785;;6155;36
;151;8039;6
;2521;381;22
;3044;9796;68
4786;;2719;51
3357;;4638;8
;6424;9781;5
2933;;926;123
;9878;4746;93
8414;;9847;9
;4178;8104;89
1625;;6020;114
8112;;8119;229
4045;;8289;210
756;;2591;156
8936;;7995;61
;1759;2759;9
3337;;4630;349
;455;7020;37
1536;;4790;65
;4396;2101;142
709;;7729;138
4479;;8316;0
;6466;9015;73
;8801;3963;29
;3333;1795;44
;7583;2102;122
7813;;8031;74
3105;;7857;132
;8952;3132;4
;1378;1513;12
;6178;9490;40
2131;;3136;104
7533;;3368;9
428;;4374;1
7413;;8279;227
5744;;9885;376
7710;;1904;258
;8803;848;187
;9127;8521;92
2522;;7940;21
9449;;8233;70
6079;;9436;2
3254;;8181;22
;3446;4886;109
;2809;9773;18
;359;3978;18
3598;;6903;81
1460;;3190;201
5771;;3401;11
7725;;5055;112
9111;;2041;326
4649;;8209;47
;6349;6262;14
;4508;2613;7
;9459;5221;6
9312;;262;138
;9520;995;129
6185;;2445;4
;9498;8466;195
;5700;206;127
;1882;7172;16
4808;;4251;110
9463;;7430;30
;6806;9635;0
8497;;3418;240
3716;;2793;0
6971;;6418;8
;1161;5417;340
3533;;3593;343
;2814;2659;11
9608;;7228;352
;9848;1386;154
3850;;1385;331
;1181;4305;7
4171;;8862;176
9956;;6455;325
;1683;5396;83
;4573;5884;273
3518;;9077;7
9008;;718;169
;2751;7744;97
;3752;4699;153
4281;;7321;83
9923;;9216;89
;913;8342;341
;3062;4928;121
7603;;1676;118
;8740;727;297
;5247;9403;434
8175;;1897;57
;5797;4762;210
7595;;1894;367
;4570;5401;145
;4569;9549;115
9752;;6892;0
2332;;9589;3
;5454;8062;14
8244;;7593;149
;5100;8057;206
;5919;4939;49
;2462;5443;177
5525;;5718;249
;5631;1289;162
22;;5116;136
;3707;840;453
;121;2640;255
;9165;6874;134
;8572;5466;117
421;;5210;1
;7146;1179;18
6076;;1919;159
;2001;7642;25
;1751;8383;25
;1398;2923;69
535;;1016;15
9086;;6908;344
;4707;3128;288
;2193;9094;138
;3739;5478;376
9411;;9508;37
1773;;4189;50
7952;;315;415
9571;;611;157
;1704;9694;30
;541;2017;81
6819;;1671;118
8928;;3969;58
5487;;3455;7
912;;5967;81
7359;;8330;112
1461;;2782;8
;2414;6981;49
;487;9327;32
5374;;2121;81
1677;;3966;238
;3560;4076;264
;8942;6799;319
;9240;4058;1
;7695;238;123
;3177;504;23
2941;;6147;178
3337;;4631;192
;9909;5347;69
;9273;3737;358
;346;8952;340
6492;;4808;47
207;;4730;11
;3228;2591;188
;9626;9385;388
;5233;3885;250
;2481;4879;367
612;;7540;17
810;;7392;1
4914;;3888;297
195;;4783;170
;9557;5777;170
;64;6750;56
;1504;6661;231
7692;;7151;63
;6025;7580;54
;8140;8763;0
5317;;9477;127
8118;;7550;2
;4853;7609;27
2781;;8588;8
25;;5169;148
;5620;4271;2
;1090;9078;152
7048;;7955;66
;1595;8025;31
;5005;4414;399
5586;;1387;96
8259;;6857;46
9383;;6656;420
;7026;6065;30
6862;;3453;37
;9344;1124;2
;4700;1317;118
8527;;3187;86
9758;;3793;130
5215;;6021;81
;2756;3694;270
;3917;298;155
8325;;5265;402
;9490;5273;151
5488;;4887;118
3651;;696;85
;6902;2110;79
;6311;8044;7
6207;;1345;165
;4622;539;108
3782;;9096;9
5918;;3355;2
9642;;8448;182
7181;;8567;251
;1438;1486;436
;2555;2689;181
;7438;467;354
;7875;4871;38
;872;7224;33
5031;;9459;4
641;;8089;13
;9265;2935;89
8543;;9908;13
1034;;6556;36
5079;;8086;90
2466;;6727;41
;8540;9617;52
4913;;9997;208
;4001;4122;156
3781;;4174;69
4754;;1028;15
;2142;724;122
6251;;6755;144
;9253;456;84
;6302;2284;3
;648;5287;23
3426;;7172;291
;7111;8148;3
4016;;48;168
;2858;8599;211
;5787;5723;240
;6587;8718;338
3005;;3389;3
2604;;6989;54
2660;;4983;70
;3107;1545;100
;2545;8231;43
;160;4367;137
1831;;7979;90
;5887;1988;3
;6260;7504;51
8686;;3553;60
38;;6085;38
;6211;6032;81
4230;;7229;10
;1397;9790;231
;7924;8045;0
3328;;8037;167
3783;;2943;164
932;;8556;31
;2265;160;40
8059;;1628;111
5763;;4792;233
261;;4860;306
;2852;4156;18
;4100;8973;4
5107;;3562;36
261;;4274;11
;7825;8970;32
2983;;788;24
9559;;924;6
;9345;1563;75
;9208;3262;199
9932;;8526;55
7422;;6592;46
;6889;6454;1
3162;;5410;2
;4822;1305;9
;1749;1239;150
8230;;7935;364
;5136;9847;3
1973;;7968;270
;7106;3996;27
5457;;81;4
;4610;2921;27
4717;;4080;243
;6193;6808;363
785;;7077;26
;2773;4179;13
;8263;7687;41
;3399;3825;13
891;;7035;255
;9070;8849;130
;278;6454;17
;4140;9436;4
;1788;992;151
;7102;6269;84
4981;;7494;107
6928;;5138;146
;6928;968;449
;7773;7191;47
1384;;7620;274
6762;;4531;19
;2942;307;14
3982;;6827;38
4815;;5978;32
3490;;4593;331
3305;;2801;229
;9806;4253;99
;3769;5218;77
4039;;1247;183
3755;;7949;113
6320;;6476;9
3047;;9896;138
5805;;7604;401
999;;5424;2
;3516;2071;28
1731;;8595;80
;2606;9535;205
;8860;5824;37
;1687;4874;202
;7500;8149;165
8783;;4099;337
;9427;7679;253
2104;;8556;34
;6732;8605;12
489;;7530;12
;3465;7622;190
6393;;4563;306
7736;;2471;46
1314;;8222;47
1600;;3344;212
1765;;4386;56
5733;;6006;162
;942;6527;70
;1008;2893;424
2720;;1381;90
6685;;4204;36
;2294;2347;34
;8000;2266;420
;5150;6019;116
874;;4391;86
9883;;4060;204
;7170;3268;78
3956;;7820;34
;8209;3601;89
;5737;9648;126
;9536;3401;42
;1058;949;276
;5777;4323;67
5309;;5948;11
4538;;2726;351
;4164;2412;79
;9200;7975;338
5675;;6369;321
3183;;8730;45
;1101;8186;127
362;;4094;15
8797;;7168;189
4000;;9997;86
3725;;2862;2
3108;;1678;40
;2186;6992;2
5795;;667;69
;4078;7387;129
;349;8138;10
;8410;5600;21
7511;;4964;191
9793;;8960;247
5321;;1238;39
2375;;750;168
5445;;7042;45
;1454;9251;272
;5764;4107;55
;4446;8661;20
;4054;2250;112
5642;;1392;150
;7509;2240;45
;626;2667;45
;1648;7519;47
9550;;9981;139
;8274;9108;3
;6602;8506;282
;3698;1682;331
;4599;2398;45
;6289;9503;339
;2427;562;10
3214;;7838;128
;2868;473;31
;7457;606;87
;9663;6169;27
9620;;8810;109
;5158;2771;22
;4102;1674;1
9160;;1795;22
5353;;4285;24
1754;;1172;184
;5794;6745;164
;4687;3589;102
7511;;5057;25
;6495;4544;291
8819;;5716;384
;9215;642;61
;9686;8562;193
2490;;2621;211
6955;;4438;332
1255;;1369;9
9241;;594;8
;3983;9099;12
208;;6406;170
;7517;5083;24
;7432;8665;268
;5053;1898;191
7474;;7646;29
;5216;1048;79
9375;;1251;391
2568;;7010;290
6847;;1228;39
9044;;4918;2
1620;;102;19
;3616;5052;6
8692;;8933;70
2598;;5986;51
;9224;4956;8
;5925;5388;316
4252;;1155;69
3262;;4005;76
;2323;7861;19
;9614;2760;379
;7474;4339;29
;5916;9826;362
;8918;2428;31
4393;;2472;113
;5051;8398;94
;7614;4588;5
;6020;2850;1
2840;;8065;201
;3861;4963;33
122;;5562;13
8214;;6201;335
1524;;294;338
;7542;8236;16
9063;;2848;85
;633;3494;16
;3839;9702;300
;8852;919;104
8730;;630;13
;8539;2264;136
9175;;4630;428
2546;;4390;208
3312;;9534;216
1928;;6104;185
;5329;4374;5
;3636;5932;13
;8922;9365;116
;5720;4528;8
8508;;3171;89
2864;;2188;113
;5606;2306;349
;3403;8156;266
;4631;48;245
;9525;4169;120
;1524;2184;75
9556;;690;240
3598;;8413;188
;9850;3866;114
;7264;4090;162
;410;1031;85
;1040;8934;49
;8613;1829;184
4232;;1122;195
;1575;2924;432
;811;6646;341
;4965;234;153
6587;;2227;197
;8718;4632;16
3022;;9808;282
8837;;1751;115
;745;6505;290
;3004;8873;0
7886;;5578;255
26;;228;251
8435;;6836;13
;7779;5982;1
1723;;3646;147
8388;;1384;30
;7566;615;379
;8929;6339;93
;2575;1525;88
3395;;6055;2
5726;;8423;61
9256;;7771;277
9691;;812;16
;4027;1114;9
1305;;1149;2
;5520;9117;92
9718;;5663;28
1064;;8336;43
717;;6781;125
7815;;6045;28
5263;;7033;85
;7559;6690;16
8125;;3765;34
1766;;9139;1
;8844;1373;336
110;;691;38
;4287;3619;451
;9162;7939;0
9493;;5901;114
;7921;6943;468
1313;;7725;31
;3745;9595;75
;7407;7086;58
4907;;2070;77
;1108;6923;3
2921;;2740;132
;8872;1403;45
;7587;6267;2
;4886;9711;96
;461;7080;1
;4106;7490;72
4789;;4401;48
;6572;8953;322
2010;;4709;56
;9605;3977;45
;9639;6742;334
6014;;5004;177
;7580;9697;239
5399;;6295;26
6715;;6620;101
710;;5847;92
9810;;983;115
;3324;6442;265
1420;;5839;308
;8922;9937;43
;7376;590;170
4056;;419;62
2636;;9595;14
;3414;1217;62
8906;;4665;1
8383;;1431;133
;6962;2212;2
6497;;5127;164
;4992;6465;42
9150;;5999;109
9459;;7224;15
;294;45;305
7820;;2673;318
;1798;9630;299
;7703;7239;8
3028;;5929;179
;1966;4414;255
;2165;8173;49
;2395;8687;96
;1882;3368;10
;872;7151;19
6022;;8143;8
8570;;4867;1
7404;;4920;48
;4117;6899;42
7326;;3501;171
;2100;6799;251
3836;;3472;173
7289;;3750;247
;4666;9849;426
;8700;7252;97
1153;;282;150
1938;;5862;27
6871;;3416;247
;8393;414;112
7485;;2728;47
9867;;8816;11
;8297;6892;9
;7369;4100;3
;7725;6609;10
4095;;277;136
;4293;1733;344
4474;;9898;144
;8737;3946;4
9277;;1745;9
;9038;7575;388
6197;;1251;213
1423;;2549;66
;9113;1023;285
;9103;4919;24
;5963;7871;409
;3564;8804;20
1994;;2340;210
8010;;2174;4
8655;;1813;71
;8709;2296;309
6436;;4655;63
;1521;7790;26
3118;;556;106
;193;3952;179
;6505;260;215
2262;;9605;250
320;;4704;39
5974;;2478;79
;1324;4688;16
6941;;1300;94
6992;;6210;229
4324;;7249;142
;419;116;185
;1122;1723;68
8773;;560;333
9256;;5635;131
;4292;7227;195
7438;;8504;56
2314;;1910;39
;3971;4170;60
8823;;3127;66
7668;;4675;240
6297;;8043;280
;8498;8142;22
;6249;3764;320
1309;;747;258
;7398;766;448
2472;;6546;346
518;;3102;458
;172;6320;196
;2129;7294;110
5154;;7946;31
;465;4778;26
;925;8241;101
5606;;1723;74
;9810;4534;141
;4721;4176;169
5697;;3912;8
8693;;2837;64
3403;;9377;128
;1518;3470;41
;2106;4435;240
;3026;539;98
7155;;5504;11
6817;;4277;259
;8230;9446;261
229;;6088;23
;7312;4219;17
;7619;4129;213
2855;;9099;1
;8145;9381;265
;3216;2600;30
47;;1803;243
;1459;3545;68
;749;7895;37
7007;;5143;1
;7950;9650;241
4353;;6017;77
583;;755;19
;5651;5936;145
4244;;3294;89
;1478;9952;5
6912;;2948;240
9284;;6227;133
5062;;3376;75
;1106;4306;144
;2575;4418;2
9142;;6397;331
;4317;8213;30
;3449;8815;104
8789;;4593;10
9310;;3272;172
7395;;7880;23
;6259;2995;56
;864;7009;1
1059;;4912;42
;6731;2917;51
;4204;1521;172
;8112;4291;1
;7639;5879;26
2459;;8371;28
;4626;1350;136
6759;;3064;84
7978;;2254;126
5258;;5412;102
9282;;6019;152
;8722;5021;158
;3977;109;64
;61;9929;26
;4969;4983;7
;233;2422;104
;3634;9176;312
;9363;4038;312
;8947;3529;3
2940;;5600;7
;3698;2389;128
7876;;7745;252
;6951;3276;5
;2433;638;196
1349;;9240;56
4633;;2918;11
1570;;968;278
6707;;5554;34
6717;;8516;166
;7211;6015;33
;8334;1108;344
5938;;6596;116
6636;;6643;69
;220;3971;0
2230;;6280;111
;9896;1118;235
;6929;13;33
6748;;1429;418
;7298;4582;1
;3006;4239;27
;5393;4007;21
;239;9577;53
;3184;3477;16
;797;62;320
2013;;7819;149
9254;;5390;318
3735;;5843;123
4984;;3910;9
1765;;4119;3
;8998;4461;78
423;;735;124
;1435;5182;23
8949;;8107;263
6544;;3606;124
;4142;2259;22
6761;;5776;89
;6847;2567;68
8148;;9841;31
;910;1496;89
9049;;79;14
4279;;1334;118
9099;;8368;5
;2417;756;179
7890;;7416;211
3092;;6284;80
;1145;9825;224
;9179;9804;81
8180;;5581;212
;3186;57;98
;3155;2562;193
;133;7448;94
8829;;5129;77
;2837;8559;91
;6248;7548;83
4982;;2413;24
;7543;9419;29
6028;;1057;266
;6634;8247;6
;9960;2439;195
;5994;8988;92
5443;;5972;2
765;;532;225
9866;;10;343
;8211;6941;0
366;;7639;110
7956;;1900;33
;1381;8426;332
;8439;3395;32
;5113;7513;4
;695;7496;94
;4845;6918;101
1507;;6784;150
1357;;9971;398
;193;6215;13
;5555;3160;137
6030;;4904;143
;5957;3872;139
8639;;2445;0
4751;;6254;280
;1450;1530;85
3904;;6963;163
9513;;2228;211
840;;2439;296
7238;;2486;409
;9218;2670;1
;6801;5473;62
7293;;4075;259
;3640;2814;48
;9176;9461;84
;9316;9933;0
;256;9186;103
;4837;5903;10
8327;;4461;46
6367;;7349;56
;8352;3341;107
1243;;5687;142
6686;;7086;125
;4028;9788;204
;2179;8844;219
4758;;5629;184
;8510;4521;368
;4098;613;11
;8873;6888;82
;8860;7942;332
2986;;2795;95
;6492;3475;272
6472;;131;87
2411;;9515;324
3262;;4362;136
;9913;6398;99
;1010;6298;11
6178;;8771;182
5494;;3068;21
6589;;3000;345
4308;;286;9
;5654;6823;182
3078;;5909;94
;7212;9226;92
2719;;7332;261
8712;;5793;341
8803;;4474;44
;7361;7957;287
1530;;4837;13
;6960;1419;70
;2451;3492;74
8176;;1013;119
37;;6007;313
;7082;3039;240
;8394;2076;10
8444;;4658;22
;3411;772;318
6637;;5129;10
;9499;6561;28
8646;;9990;33
;9394;917;342
;4972;5081;134
7436;;8211;120
7853;;6895;162
;1843;5752;12
;1143;6132;26
;9747;5939;268
8788;;1477;88
490;;1805;244
;6100;850;9
;7446;9606;0
3831;;4816;115
;5802;9392;27
2762;;5614;216
2640;;1914;166
2773;;1481;142
2326;;8231;9
;8411;4645;68
;3312;7041;145
;3590;1964;27
;8907;1010;106
7393;;1572;38
9414;;4367;19
6050;;5113;40
5699;;7566;26
;3563;3574;28
8343;;4753;10
;9224;84;171
;2891;9615;105
;6252;7522;229
3226;;4058;122
567;;6560;8
8316;;8972;92
;9536;5855;4
;299;4629;160
9109;;9924;351
4842;;7172;133
6521;;4377;195
2835;;7355;150
;9222;3256;395
;3430;5123;57
4043;;5261;11
;5040;1426;80
8591;;5650;69
;5267;5268;95
;8815;4152;25
8690;;9010;362
2213;;1298;174
;5664;5921;159
;2241;1673;21
3465;;9823;0
6352;;2597;66
;4355;1814;70
;8215;6248;187
3344;;9647;2
;3866;5694;90
2254;;364;366
7384;;5021;9
8759;;4114;92
5528;;2021;39
5386;;7743;330
1105;;111;102
9579;;5615;168
3395;;4589;11
8734;;4802;8
;5018;5783;112
;1665;5177;404
9295;;5745;316
661;;3852;97
;2811;9816;26
;8066;9022;343
;1528;6198;17
3955;;2595;41
;344;5412;51
;272;8329;7
5709;;6935;116
2572;;6427;8
;4778;1124;161
153;;8682;247
;3473;7166;155
;1074;4100;18
;9081;6192;313
8582;;6789;23
;1155;6647;125
6009;;8358;50
4204;;2096;78
;5741;164;420
9034;;8759;4
5033;;2116;29
401;;4273;20
927;;1826;106
;5003;355;18
2203;;2616;39
9459;;3830;163
;9216;9700;16
;1992;3090;211
8942;;5722;26
;4723;3120;47
255;;999;23
;7856;4843;111
;937;9991;77
432;;4524;348
6835;;8956;254
;6655;2143;360
5951;;6346;46
;9387;877;15
8369;;873;39
6556;;1612;91
;944;8110;81
;6892;9983;324
;1448;9371;100
1265;;1539;181
3603;;8913;86
;1179;1504;71
7707;;3770;11
;6418;6183;16
;898;8994;2
;8548;1249;24
8150;;7074;14
;7414;8903;195
;5307;5803;53
;8149;3534;22
5199;;6278;46
;7111;1297;32
;1298;2906;40
;4684;8872;267
;7956;5876;36
;9676;4966;290
;7425;3357;82
8443;;2334;251
;2107;9609;132
;5660;7655;228
3330;;8613;42
1585;;763;128
9667;;7697;74
5009;;7928;73
2176;;6533;9
204;;3553;77
5495;;8323;39
;641;1884;358
;4158;7942;240
8081;;5084;12
7923;;5744;241
;2453;9948;332
;7063;2873;237
391;;6503;400
;4226;2951;235
;818;7260;48
1029;;9263;71
7319;;4587;136
7002;;9941;48
;3490;1439;159
;8322;3421;161
;7406;140;203
;3819;9310;28
;9580;6298;1
4889;;5065;218
8258;;9647;4
;8664;1001;18
;6374;4878;17
;4034;6819;345
;8843;512;251
7895;;5278;331
;9200;7306;29
7430;;602;19
;4742;6717;62
690;;2348;2
293;;8083;51
2615;;3382;80
;3971;8132;23
;3035;373;160
6945;;8318;192
;6960;8839;35
1322;;3555;217
;3876;4228;25
5747;;269;125
;2238;8193;309
6344;;6657;39
4885;;5824;15
;1914;4169;77
;133;3379;255
9527;;9995;64
;5889;2475;139
;6467;1401;63
;6719;5919;317
6235;;5648;50
;8990;6215;149
;8825;4235;17
4670;;906;41
;8720;2507;128
152;;9444;2
5659;;1989;309
;492;5732;138
;3297;2589;35
;1885;4383;210
3624;;8790;39
;7070;1467;97
1430;;3020;66
;2328;4831;124
;9892;401;1
;6506;2843;9
;5163;102;28
;8620;5137;86
;4827;9305;395
282;;1597;6
;2326;1391;48
5166;;3901;2
6471;;9885;81
8299;;3404;430
9001;;4249;7
7518;;9430;3
;1880;1300;34
;640;7032;398
5763;;1908;76
394;;3757;4
5539;;31;258
3285;;6135;43
4740;;9263;6
8486;;3912;19
;469;3991;13
469;;5275;288
;1866;7600;192
;5224;1206;203
;3635;2342;33
8747;;1537;97
3347;;1330;113
;1758;5985;29
4688;;5764;137
;3277;5762;195
;4929;2912;105
9752;;7580;119
;1639;8122;314
6217;;516;59
3246;;6620;72
6350;;7688;139
;9463;9435;0
;7422;496;32
4062;;7169;248
;2351;1792;323
;1097;3084;68
3741;;8755;108
3086;;2133;16
;3250;6742;353
9934;;7287;259
;2467;8454;373
;7028;4103;14
;7264;2454;300
3247;;9040;88
5793;;8899;72
6922;;1119;323
;3794;4148;35
;9228;5943;63
;4711;6265;133
;9510;3405;91
7794;;9710;40
4225;;4926;68
446;;9301;31
;2892;9266;8
;5017;5359;78
;2479;860;30
;1412;6604;28
1432;;5611;280
1305;;96;50
;9039;4351;404
4894;;1542;381
3203;;7128;6
3965;;7905;24
3049;;7047;23
;7351;1064;156
6373;;4660;68
9916;;1016;37
;4415;3761;420
;3;6575;396
;815;3705;8
;1079;3103;54
549;;9382;161
;4914;7060;4
4905;;6269;408
848;;7466;105
;5094;6059;421
6431;;3244;166
;6275;3786;223
;9790;2845;10
;4451;3787;30
1597;;5036;432
3970;;2864;4
;8806;500;51
6703;;2592;1
8919;;8985;3
;5855;4138;271
;1686;8558;10
;3020;1512;55
4474;;1884;19
6002;;9713;92
;4637;8776;28
;7286;3911;7
;8991;8162;53
;6954;9937;97
;3210;8667;189
5052;;2486;40
;5051;6677;326
2428;;5958;24
9004;;185;237
;971;1413;61
;9065;4207;383
744;;3484;20
5666;;1942;137
9337;;9215;403
7557;;2793;1
;3240;5705;298
;935;4131;85
8885;;1326;258
6833;;7608;136
;398;4533;34
;1679;1669;80
4341;;5259;0
6240;;174;49
9161;;5292;104
;1864;2263;297
1784;;2922;11
5793;;4019;403
;6626;4869;22
;2471;1161;42
;6682;5825;35
5756;;2735;202
1547;;687;233
7230;;4963;38
2309;;2859;72
;7301;7813;188
;3751;9488;2
;1887;6706;414
;4431;3854;187
1013;;5378;4
39;;4530;121
5893;;7601;173
;2002;9411;49
4794;;7342;1
4768;;3052;28
;1755;1361;269
;6350;8123;89
225;;7215;17
2709;;5217;0
1154;;9608;242
;9760;5884;87
4364;;457;234
;4671;1825;13
;8748;2355;348
627;;2698;21
8303;;9572;344
;4002;5813;94
;4895;842;1
;1322;5554;10
9750;;3135;171
;2999;6356;224
4556;;4480;126
4551;;1149;1
;1727;5376;125
;8464;3531;66
281;;4094;8
8613;;297;275
9531;;9109;135
4574;;6504;147
5247;;6148;181
1626;;3484;50
;4205;7296;102
;1935;1877;109
;7706;6302;5
;5114;249;61
;553;2792;28
;166;1513;14
;704;8157;22
;6508;3226;33
1920;;6551;103
;8781;9498;271
9757;;9316;35
5539;;9662;159
9228;;423;45
;8813;6984;77
4130;;9186;59
;7335;1053;76
;4540;3579;11
4252;;6494;44
;8302;1999;252
